pathway,dimension,weight
fast,d2,-0.0005877816
fast,d2,-0.0009769836
fast,d2,-7.2637675e-05
fast,d2,0.00025091908
fast,d2,-0.00011318119
fast,d2,-0.00070891064
fast,d2,-0.00016867404
fast,d2,0.005149451
fast,d2,-0.0011079961
fast,d2,-0.0012408299
fast,d2,0.00019070256
fast,d2,0.002663544
fast,d2,-0.0021366235
fast,d2,0.001890344
fast,d2,-0.00025106053
fast,d2,0.00014555921
fast,d2,0.0002471619
fast,d2,-0.013503171
fast,d2,-0.00076928816
fast,d2,0.0006494577
fast,d2,0.00044233937
fast,d2,-0.00057037105
fast,d2,0.00052811287
fast,d2,0.0019424914
fast,d2,-0.0009714449
fast,d2,-0.0066963737
fast,d2,-0.0029117023
fast,d2,0.00036532764
fast,d2,0.0008034899
fast,d2,-0.024224244
fast,d2,-0.0013653352
fast,d2,0.00065207045
fast,d2,0.0007791349
fast,d2,-0.0006613907
fast,d2,-1.00253965e-05
fast,d2,-0.0003831801
fast,d2,8.112105e-05
fast,d2,0.0010733105
fast,d2,-0.00016201372
fast,d2,-2.2981316e-05
fast,d2,0.0011740603
fast,d2,0.00010362611
fast,d2,-0.0004062308
fast,d2,0.00022158498
fast,d2,1.7761486e-06
fast,d2,-0.0005135138
fast,d2,0.0011182451
fast,d2,0.0048816507
fast,d2,-0.0005018483
fast,d2,0.0004451747
fast,d2,0.00020051142
fast,d2,0.004453737
fast,d2,-0.0009926418
fast,d2,-0.0003880114
fast,d2,0.00033990643
fast,d2,0.0003819871
fast,d2,0.00080201135
fast,d2,-0.014420504
fast,d2,-0.0050826776
fast,d2,1.52151915e-05
fast,d2,-8.871846e-05
fast,d2,-0.0006132877
fast,d2,0.0006090037
fast,d2,0.0018749577
fast,d2,-0.00028866943
fast,d2,-0.005214913
fast,d2,-0.0014950443
fast,d2,-8.066889e-05
fast,d2,-0.0008597454
fast,d2,-0.024512958
fast,d2,-0.00081592705
fast,d2,-0.000100315956
fast,d2,-2.1067652e-05
fast,d2,0.0005777046
fast,d2,0.00039392506
fast,d2,-0.00092876307
fast,d2,0.0017630191
fast,d2,-0.00085160893
fast,d2,0.0006297293
fast,d2,-0.0007746446
fast,d2,0.0015427567
fast,d2,-0.00052763434
fast,d2,1.9157887e-05
fast,d2,0.0004332198
fast,d2,0.00014638819
fast,d2,-6.7461806e-05
fast,d2,-0.00030904158
fast,d2,0.006282106
fast,d2,-0.0008945506
fast,d2,-0.0008181559
fast,d2,6.426264e-06
fast,d2,0.002857091
fast,d2,0.0007831464
fast,d2,-0.00061855715
fast,d2,8.0410624e-05
fast,d2,3.386612e-05
fast,d2,-3.302665e-05
fast,d2,-0.014647163
fast,d2,-0.0011677614
fast,d2,0.0007856902
fast,d2,-0.002211525
fast,d2,-0.00038335388
fast,d2,0.00021517999
fast,d2,0.0017272998
fast,d2,-0.000105106636
fast,d2,-0.0042969733
fast,d2,-0.007672176
fast,d2,-0.00019407348
fast,d2,-0.0014858277
fast,d2,-0.031296507
fast,d2,-0.0010702155
fast,d2,0.00043552823
fast,d2,0.0004565803
fast,d2,-0.0026795203
fast,d2,0.00018232659
fast,d2,-0.00018591312
fast,d2,8.002273e-05
fast,d2,0.00011219457
fast,d2,-0.00026431296
fast,d2,0.00045486088
fast,d2,-0.0005394799
fast,d2,0.00075118255
fast,d2,-3.951078e-06
fast,d2,-0.000704351
fast,d2,-0.00013724557
fast,d2,0.00020911443
fast,d2,-0.00034446333
fast,d2,0.005497578
fast,d2,0.00036911317
fast,d2,0.00063160894
fast,d2,0.00061471475
fast,d2,0.001674397
fast,d2,-0.0012532147
fast,d2,0.0008342881
fast,d2,-0.0003611578
fast,d2,-0.0009047488
fast,d2,-0.00039484134
fast,d2,-0.014650705
fast,d2,-0.0035959156
fast,d2,0.0008153078
fast,d2,-0.00018920389
fast,d2,0.00011732784
fast,d2,-0.0006506523
fast,d2,0.002014945
fast,d2,0.00046944633
fast,d2,-0.0049034143
fast,d2,-0.005643872
fast,d2,0.00043439094
fast,d2,-0.00042565842
fast,d2,-0.09344775
fast,d2,0.0008890125
fast,d2,-0.00059719465
fast,d2,0.00064091815
fast,d2,-0.00052089413
fast,d2,0.0005137471
fast,d2,-0.0007739675
fast,d2,-1.9364874e-05
fast,d2,0.003188951
fast,d2,-0.0009008387
fast,d2,0.00048183155
fast,d2,-8.0534024e-05
fast,d2,0.00070999877
fast,d2,-0.00065609027
fast,d2,-8.3117535e-05
fast,d2,-0.0006142774
fast,d2,-0.0014113665
fast,d2,-0.0015639304
fast,d2,0.004353943
fast,d2,0.00019217044
fast,d2,0.00030520099
fast,d2,-0.00014883842
slow,d1,-0.09906903
slow,d1,-0.21071315
slow,d1,0.2198186
slow,d1,-0.042117085
slow,d1,-0.079526424
slow,d1,0.030991765
slow,d1,0.23723629
slow,d1,0.12880078
slow,d1,-0.04189491
slow,d1,0.22816113
slow,d1,0.1559359
slow,d1,-0.12956804
slow,d1,-0.2599007
slow,d1,0.1666312
slow,d1,0.06419294
slow,d1,-0.2807449
slow,d1,-0.29969814
slow,d1,0.15281667
slow,d1,0.25024775
slow,d1,0.23666127
slow,d1,-0.015679946
slow,d1,-0.043012775
slow,d1,-0.07190444
slow,d1,-0.032724686
slow,d1,0.023632264
slow,d1,-0.17626716
slow,d1,0.115377866
slow,d1,-0.26681942
slow,d1,0.3035305
slow,d1,-0.30393094
slow,d1,-0.14025061
slow,d1,0.26051298
slow,d1,-0.22942585
slow,d1,0.0056322785
slow,d1,-0.261145
slow,d1,0.06044993
slow,d1,-0.24252771
slow,d1,0.13494073
slow,d1,-0.21695405
slow,d1,0.14707626
slow,d1,-0.0815035
slow,d1,0.12920104
slow,d1,0.0650129
slow,d1,0.12598221
slow,d1,0.26855212
slow,d1,0.0057106693
slow,d1,0.019516189
slow,d1,-0.1466417
slow,d1,0.21046399
slow,d1,0.20042154
slow,d1,0.25579095
slow,d1,0.1460142
slow,d1,0.1456691
slow,d1,0.29014665
slow,d1,0.25654227
slow,d1,0.019910792
slow,d1,-0.22136605
slow,d1,0.03646173
slow,d1,0.18657541
slow,d1,0.14715283
slow,d1,-0.23801434
slow,d1,-0.13672781
slow,d1,0.15638992
slow,d1,-0.08716058
slow,d1,0.02634808
slow,d1,0.018311247
slow,d1,-0.17112254
slow,d1,0.20882979
slow,d1,-0.09358245
slow,d1,0.24495263
slow,d1,0.15013807
slow,d1,0.008443126
slow,d1,-0.10098153
slow,d1,0.22132881
slow,d1,0.2582196
slow,d1,0.14739215
slow,d1,0.23653743
slow,d1,0.2148443
slow,d1,-0.15159716
slow,d1,0.052549034
slow,d1,0.01041647
slow,d1,-0.041725162
slow,d1,0.26054865
slow,d1,0.105095856
slow,d1,-0.2336599
slow,d1,0.032614008
slow,d1,0.044334088
slow,d1,0.2045668
slow,d1,0.11987096
slow,d1,-0.043211102
slow,d1,-0.06544567
slow,d1,-0.08469063
slow,d1,-0.08154241
slow,d1,-0.14005157
slow,d1,0.25357077
slow,d1,0.1664667
slow,d1,-0.14292921
slow,d1,-0.16116652
slow,d1,-0.08730999
slow,d1,-0.04236971
slow,d1,0.27708915
slow,d1,-0.10867707
slow,d1,0.14800188
slow,d1,0.065712914
slow,d1,-0.013254363
slow,d1,-0.30467388
slow,d1,-0.24525973
slow,d1,-0.07274134
slow,d1,0.21056761
slow,d1,0.16924079
slow,d1,0.18075813
slow,d1,0.21563295
slow,d1,-0.19040623
slow,d1,-0.015971748
slow,d1,0.049060058
slow,d1,0.26946297
slow,d1,0.1542473
slow,d1,-0.17385344
slow,d1,-0.014780475
slow,d1,0.060484912
slow,d1,-0.026350625
slow,d1,0.15683681
slow,d1,-0.11500347
slow,d1,-0.26616883
slow,d1,0.17028472
slow,d1,-0.0030861823
slow,d1,-0.08210437
slow,d1,0.102424316
slow,d1,0.04800638
slow,d1,0.016799705
slow,d1,0.025177266
slow,d1,-0.12499153
slow,d1,0.03807872
slow,d1,0.04535926
slow,d1,0.07768666
slow,d1,-0.015340451
slow,d1,0.06777481
slow,d1,0.15007891
slow,d1,-0.19137384
slow,d1,0.11415461
slow,d1,0.23787041
slow,d1,-0.11172052
slow,d1,0.29081294
slow,d1,-0.04412649
slow,d1,0.23739317
slow,d1,0.21170273
slow,d1,0.29593182
slow,d1,0.23911844
slow,d1,0.1718032
slow,d1,-0.0057376297
slow,d1,0.027434574
slow,d1,-0.10788426
slow,d1,0.25919843
slow,d1,0.10467949
slow,d1,0.29305923
slow,d1,-0.07460674
slow,d1,-0.16660243
slow,d1,0.029103123
slow,d1,-0.1144824
slow,d1,-0.0654984
slow,d1,-0.2638305
slow,d1,0.21516506
slow,d1,0.084971115
slow,d1,-0.062804386
slow,d1,0.27672163
slow,d1,0.22367944
slow,d1,-0.19296587
slow,d1,0.063747644
slow,d1,-0.1376919
slow,d1,-0.08561124
slow,d1,0.22123058
slow,d1,0.2872911
slow,d1,0.15351973
slow,d1,0.07072925
slow,d1,-0.021071743
slow,d1,-0.044565413
slow,d1,0.0031358385
slow,d1,0.23141822
slow,d1,-0.07353975
slow,d1,0.13896573
slow,d1,-0.103588246
slow,d1,-0.304603
slow,d1,0.23882005
slow,d1,0.25771102
slow,d1,0.27094918
slow,d1,-0.15074608
slow,d1,0.043802615
slow,d1,-0.06306625
slow,d1,-0.060453434
slow,d1,-0.20048974
slow,d1,0.08788578
slow,d1,-0.17129688
slow,d1,-0.0073719113
slow,d1,-0.25668052
slow,d1,0.19065611
slow,d1,-0.0011406176
slow,d1,0.16504423
slow,d1,-0.27589926
slow,d1,-0.040471915
slow,d1,-0.17192246
slow,d1,0.056597065
slow,d1,0.088092715
slow,d1,0.29874995
slow,d1,0.18803264
slow,d1,0.078373656
slow,d1,0.27279088
slow,d1,-0.20346716
slow,d1,-0.16798988
slow,d1,0.1589675
slow,d1,-0.03875547
slow,d1,-0.1574396
slow,d1,0.20745777
slow,d1,-0.18964198
slow,d1,-0.21842591
slow,d1,0.18018843
slow,d1,0.25364292
slow,d1,0.15917577
slow,d1,0.27902484
slow,d1,-0.045841534
slow,d1,-0.17137288
slow,d1,0.20995134
slow,d1,0.1306714
slow,d1,-0.07537696
slow,d1,0.23905316
slow,d1,-0.30473945
slow,d1,0.056213465
slow,d1,-0.17126662
slow,d1,-0.11552526
slow,d1,-0.12414598
slow,d1,-0.23474446
slow,d1,-0.16788413
slow,d1,-0.12439942
slow,d1,0.2171797
slow,d1,0.2859206
slow,d1,-0.006581408
slow,d1,0.2460843
slow,d1,-0.11262963
slow,d1,0.03504322
slow,d1,0.04444603
slow,d1,0.17420898
slow,d1,-0.15204473
slow,d1,-0.037953928
slow,d1,0.18602605
slow,d1,-0.22758718
slow,d1,0.11792103
slow,d1,-0.15103546
slow,d1,-0.27497965
slow,d1,0.060107253
slow,d1,0.09037672
slow,d1,-0.27565244
slow,d1,0.07325729
slow,d1,0.29333884
slow,d1,0.0420378
slow,d1,0.062458936
slow,d1,-0.28358275
slow,d1,-0.12588237
slow,d1,-0.27498907
slow,d1,-0.010732886
slow,d1,-0.23855259
slow,d1,0.038878184
slow,d1,-0.1213522
slow,d1,0.25932738
slow,d1,0.15603371
slow,d1,0.23955709
slow,d1,0.16560014
slow,d1,-0.009716297
slow,d1,0.20811474
slow,d1,0.13287891
slow,d1,0.18027183
slow,d1,0.051667
slow,d1,0.14204115
slow,d1,0.18618718
slow,d1,0.26548025
slow,d1,0.1985194
slow,d1,0.08145333
slow,d1,-0.012882551
slow,d1,-0.1408266
slow,d1,-0.088605806
slow,d1,-0.26803753
slow,d1,0.20504247
slow,d1,0.012708761
slow,d1,-0.17275763
slow,d1,0.04768373
slow,d1,0.21523999
slow,d1,-0.23534358
slow,d1,0.15006486
slow,d1,-0.0026050543
slow,d1,0.053966317
slow,d1,-0.1140595
slow,d1,-0.06789047
slow,d1,-0.069829255
slow,d1,0.29688907
slow,d1,-0.030639114
slow,d1,0.07585742
slow,d1,-0.09339453
slow,d1,0.03950981
slow,d1,0.21999772
slow,d1,-0.25987205
slow,d1,0.25998464
slow,d1,0.08494273
slow,d1,0.18506478
slow,d1,-0.041964546
slow,d1,-0.055410154
slow,d1,-0.15546681
slow,d1,0.2231272
slow,d1,-0.13971725
slow,d1,-0.17290574
slow,d1,0.032533783
slow,d1,-0.12540269
slow,d1,0.023614906
slow,d1,0.03015823
slow,d1,-0.2790866
slow,d1,0.06447621
slow,d1,-0.045116004
slow,d1,0.031367622
slow,d1,0.24499935
slow,d1,-0.08454617
slow,d1,0.0005927352
slow,d1,-0.10123355
slow,d1,-0.19290492
slow,d1,-0.1469831
slow,d1,0.23011287
slow,d1,0.29486668
slow,d1,-0.2792486
slow,d1,-0.10201427
slow,d1,-0.050606083
slow,d1,0.13538839
slow,d1,-0.10228395
slow,d1,0.25414222
slow,d1,0.22857623
slow,d1,-0.15653515
slow,d1,0.18814588
slow,d1,0.15760314
slow,d1,-0.111172855
slow,d1,0.03861918
slow,d1,-0.15970941
slow,d1,-0.16814266
slow,d1,0.26749733
slow,d1,-0.110270634
slow,d1,-0.13195664
slow,d1,0.15388036
slow,d1,-0.07307466
slow,d1,-0.25728762
slow,d1,-0.13582383
slow,d1,-0.06058599
slow,d1,0.005119354
slow,d1,0.1545145
slow,d1,-0.12190495
slow,d1,0.017474717
slow,d1,0.27390015
slow,d1,0.28717017
slow,d1,-0.17118198
slow,d1,0.15825711
slow,d1,0.03403889
slow,d1,0.16216026
slow,d1,0.0026853245
slow,d1,-0.18178849
slow,d1,-0.069243446
slow,d1,0.015138083
slow,d1,-0.043861143
slow,d1,-0.18742973
slow,d1,0.07434187
slow,d1,0.21901928
slow,d1,-0.26239678
slow,d1,0.01179417
slow,d1,0.051179048
slow,d1,-0.07043257
slow,d1,0.29323226
slow,d1,-0.18975201
slow,d1,-0.203027
slow,d1,-0.08673681
slow,d1,0.21130449
slow,d1,-0.02774452
slow,d1,0.22062667
slow,d1,0.048198584
slow,d1,0.07693039
slow,d1,-0.052038547
slow,d1,0.09536877
slow,d1,-0.060928553
slow,d1,-0.2836642
slow,d1,0.050463
slow,d1,0.26810548
slow,d1,0.20855004
slow,d1,-0.19311689
slow,d1,0.001964151
slow,d1,-0.057884473
slow,d1,0.060925737
slow,d1,-0.21091826
slow,d1,-0.13522083
slow,d1,-0.09296155
slow,d1,-0.27250206
slow,d1,-0.042346366
slow,d1,0.035648726
slow,d1,0.17921059
slow,d1,-0.18044631
slow,d1,0.052625217
slow,d1,-0.19340017
slow,d1,-0.16313487
slow,d1,-0.15081692
slow,d1,0.23126037
slow,d1,0.02677675
slow,d1,0.13292666
slow,d1,0.1950196
slow,d1,0.17675205
slow,d1,0.032666426
slow,d1,0.23842822
slow,d1,-0.10310375
slow,d1,-0.063963726
slow,d1,-0.021808187
slow,d1,-0.0383311
slow,d1,-0.017183442
slow,d1,-0.15846549
slow,d1,-0.20643015
slow,d1,0.11296882
slow,d1,-0.06115395
slow,d1,-0.24781883
slow,d1,0.16606362
slow,d1,-0.14942126
slow,d1,-0.18134485
slow,d1,0.037375014
slow,d1,0.072516605
slow,d1,0.23446551
slow,d1,0.28125077
slow,d1,0.08181219
slow,d1,0.012432714
slow,d1,-0.021541491
slow,d1,-0.14572686
slow,d1,-0.17039299
slow,d1,-0.24801326
slow,d1,-0.25953197
slow,d1,-0.26562452
slow,d1,-0.20940995
slow,d1,-0.09148631
slow,d1,0.18099412
slow,d1,0.26117525
slow,d1,-0.0610093
slow,d1,-0.255109
slow,d1,-0.26354325
slow,d1,-0.10594425
slow,d1,0.14021489
slow,d1,0.11416075
slow,d1,0.087833025
slow,d1,0.040397678
slow,d1,-0.067416474
slow,d1,0.1699857
slow,d1,-0.26498526
slow,d1,-0.27239016
slow,d1,-0.08524954
slow,d1,-0.22356647
slow,d1,0.26606214
slow,d1,0.13310418
slow,d1,0.16604018
slow,d1,0.10391029
slow,d1,-0.07512931
slow,d1,-0.20172194
slow,d1,0.031791557
slow,d1,0.25476283
slow,d1,-0.0884003
slow,d1,-0.10395371
slow,d1,0.078202926
slow,d1,-0.16456221
slow,d1,-0.22705433
slow,d1,-0.17053327
slow,d1,0.017800367
slow,d1,-0.15130673
slow,d1,0.15879317
slow,d1,-0.12865356
slow,d1,-0.041513048
slow,d1,0.20762545
slow,d1,-0.22283192
slow,d1,-0.03544228
slow,d1,-0.18226731
slow,d1,0.046107415
slow,d1,-0.20618297
slow,d1,-0.16806054
slow,d1,-0.22303249
slow,d1,-0.11559202
slow,d1,0.114365
slow,d1,0.086881526
slow,d1,0.24693681
slow,d1,-0.035693675
slow,d1,-0.007131025
slow,d1,-0.13959317
slow,d1,-0.19391032
slow,d1,0.14913753
slow,d1,0.14479627
slow,d1,-0.049590234
slow,d1,0.17126624
slow,d1,-0.24018808
slow,d1,-0.12649836
slow,d1,-0.1033035
slow,d1,-0.08317701
slow,d1,-0.22489417
slow,d1,-0.19884787
slow,d1,-0.24110183
slow,d1,-0.28645548
slow,d1,0.0074512553
slow,d1,0.10439925
slow,d1,-0.27349344
slow,d1,-0.09196564
slow,d1,0.10663689
slow,d1,0.14114021
slow,d1,0.13051963
slow,d1,0.23443572
slow,d1,-0.017589465
slow,d1,0.14685817
slow,d1,-0.021528363
slow,d1,0.16523774
slow,d1,0.028646732
slow,d1,0.017516173
slow,d1,-0.10105352
slow,d1,0.066819064
slow,d1,0.20744665
slow,d1,-0.032551438
slow,d1,0.29159975
slow,d1,-0.07330672
slow,d1,0.002169327
slow,d1,-0.24686383
slow,d1,0.18985139
slow,d1,0.12047049
slow,d1,-0.1838368
slow,d1,-0.15235525
slow,d1,-0.098696314
slow,d1,-0.18888752
slow,d1,-0.27214193
slow,d1,0.11125578
slow,d1,-0.27841696
slow,d1,0.057858117
slow,d1,-0.20837002
slow,d1,0.17574383
slow,d1,0.09643135
slow,d1,-0.121205114
slow,d1,0.068381146
slow,d1,0.001747596
slow,d1,0.093298346
slow,d1,-0.02870636
slow,d1,-0.21825732
slow,d1,0.06361038
slow,d1,-0.17856348
slow,d1,-0.18031102
slow,d1,-0.22351848
slow,d1,-0.19307894
slow,d1,0.11620436
slow,d1,0.20401166
slow,d1,0.25866616
slow,d1,-0.043773737
slow,d1,0.25271478
slow,d1,0.20449449
slow,d1,-0.061003156
slow,d1,-0.09589237
slow,d1,0.050288353
slow,d1,-0.16735981
slow,d1,-0.24692641
slow,d1,-0.04900297
slow,d1,-0.016009506
slow,d1,-0.22337894
slow,d1,-0.20177957
slow,d1,0.16226165
slow,d1,-0.26020598
slow,d1,0.20951582
slow,d1,0.23817821
slow,d1,0.11747786
slow,d1,0.26789427
slow,d1,0.14004795
slow,d1,0.067242935
slow,d1,0.14287198
slow,d1,0.17761922
slow,d1,-0.115660414
slow,d1,-0.1642823
slow,d1,-0.044451486
slow,d1,-0.02133026
slow,d1,-0.18254973
slow,d1,0.01641133
slow,d1,-0.08754508
slow,d1,0.09731117
slow,d1,0.14788462
slow,d1,0.110015064
slow,d1,-0.04592729
slow,d1,-0.16684166
slow,d1,-0.076982714
slow,d1,0.055986322
slow,d1,-0.07185669
slow,d1,-0.1333581
slow,d1,-0.10325035
slow,d1,-0.25353098
slow,d1,-0.28700173
slow,d1,0.2054606
slow,d1,-0.108019486
slow,d1,0.21170199
slow,d1,-0.2717271
slow,d1,-0.212289
slow,d1,-0.050266452
slow,d1,-0.2662083
slow,d1,0.014795597
slow,d1,-0.1157999
slow,d1,-0.10896002
slow,d1,0.20417233
slow,d1,-0.25200683
slow,d1,-0.16625835
slow,d1,-0.2037652
slow,d2,0.0927809
slow,d2,0.19411042
slow,d2,-0.072001696
slow,d2,-0.048373822
slow,d2,0.24155524
slow,d2,0.008273131
slow,d2,0.18634757
slow,d2,-0.095237985
slow,d2,0.18395184
slow,d2,0.064808846
slow,d2,0.15131706
slow,d2,-0.058441453
slow,d2,0.25259528
slow,d2,0.0516973
slow,d2,0.26212174
slow,d2,0.15001367
slow,d2,-0.19991578
slow,d2,-0.0825544
slow,d2,-0.036987152
slow,d2,0.21983445
slow,d2,-0.21861373
slow,d2,0.015057186
slow,d2,0.062738076
slow,d2,0.234124
slow,d2,0.0500598
slow,d2,-0.12909436
slow,d2,0.20439571
slow,d2,0.26959506
slow,d2,0.083728775
slow,d2,-0.29486424
slow,d2,0.25713655
slow,d2,0.18764415
slow,d2,0.13539967
slow,d2,-0.21404395
slow,d2,0.22967748
slow,d2,0.16259024
slow,d2,-0.06707723
slow,d2,0.29190588
slow,d2,-0.26663882
slow,d2,0.15094365
slow,d2,0.22523233
slow,d2,0.012294254
slow,d2,0.019587506
slow,d2,-0.046626106
slow,d2,0.057883695
slow,d2,0.2657565
slow,d2,-0.10461863
slow,d2,0.2057376
slow,d2,-0.29533947
slow,d2,0.20249288
slow,d2,-0.100943886
slow,d2,0.17425564
slow,d2,-0.2350372
slow,d2,0.23627836
slow,d2,-0.031423185
slow,d2,-0.10086949
slow,d2,0.018311696
slow,d2,-0.12995149
slow,d2,0.17890276
slow,d2,-0.2874046
slow,d2,0.0056498596
slow,d2,0.027391054
slow,d2,-0.009546463
slow,d2,0.2740758
slow,d2,0.082336985
slow,d2,0.106654204
slow,d2,-0.1025364
slow,d2,-0.036122918
slow,d2,0.28979382
slow,d2,0.23052448
slow,d2,0.13349956
slow,d2,0.24495076
slow,d2,-0.15197398
slow,d2,-0.18344854
slow,d2,-0.012800986
slow,d2,0.2079724
slow,d2,-0.11459672
slow,d2,-0.05413967
slow,d2,-0.13124941
slow,d2,-0.05930456
slow,d2,0.19390921
slow,d2,-0.26246017
slow,d2,-0.12443483
slow,d2,-0.017415741
slow,d2,-0.26463944
slow,d2,0.041797895
slow,d2,0.124277785
slow,d2,0.21867472
slow,d2,0.1792552
slow,d2,-0.11650679
slow,d2,-0.28776348
slow,d2,-0.04105455
slow,d2,-0.10092921
slow,d2,-0.06741917
slow,d2,0.15391046
slow,d2,0.05426867
slow,d2,-0.13255003
slow,d2,-0.1060281
slow,d2,0.26031882
slow,d2,-0.13158129
slow,d2,0.2713796
slow,d2,-0.11371102
slow,d2,-0.006204425
slow,d2,-0.24601597
slow,d2,0.17627168
slow,d2,-0.19886936
slow,d2,-0.07461663
slow,d2,0.16628109
slow,d2,0.19212393
slow,d2,-0.0955462
slow,d2,-0.07231335
slow,d2,-0.15410161
slow,d2,-0.09856757
slow,d2,0.04780373
slow,d2,0.14221591
slow,d2,0.20781583
slow,d2,-0.25505885
slow,d2,0.20476766
slow,d2,0.12514473
slow,d2,0.09678939
slow,d2,-0.060807142
slow,d2,0.15686439
slow,d2,0.17517638
slow,d2,0.07455787
slow,d2,-0.23435773
slow,d2,0.12915903
slow,d2,-0.088809974
slow,d2,0.034077182
slow,d2,-0.14678618
slow,d2,-0.26506642
slow,d2,-0.008124221
slow,d2,-0.25389054
slow,d2,0.08917738
slow,d2,-0.12812984
slow,d2,-0.12429218
slow,d2,-0.029384729
slow,d2,-0.24886082
slow,d2,0.23686458
slow,d2,0.104273304
slow,d2,-0.27058414
slow,d2,0.19135877
slow,d2,0.11712544
slow,d2,-0.15311609
slow,d2,0.108052075
slow,d2,0.15586469
slow,d2,0.018428318
slow,d2,0.0078322515
slow,d2,-0.050640665
slow,d2,-0.01751064
slow,d2,0.23157494
slow,d2,0.24341795
slow,d2,-0.19390829
slow,d2,-0.17711255
slow,d2,-0.22494578
slow,d2,0.12402082
slow,d2,-0.11075605
slow,d2,-0.018550316
slow,d2,0.18292724
slow,d2,-0.18744527
slow,d2,-0.28046954
slow,d2,0.06898359
slow,d2,0.28479224
slow,d2,-0.15029292
slow,d2,-0.1422041
slow,d2,0.025019612
slow,d2,-0.060599506
slow,d2,-0.2561704
slow,d2,-0.2634754
slow,d2,0.1536616
slow,d2,-0.2644931
slow,d2,0.26089686
slow,d2,-0.027997302
slow,d2,0.19718057
slow,d2,-0.15640579
slow,d2,-0.07985488
slow,d2,-0.29558703
slow,d2,-0.11371174
slow,d2,-0.24757525
slow,d2,0.06428568
slow,d2,0.19296646
slow,d2,0.123079315
slow,d2,0.083405755
slow,d2,-0.15436295
slow,d2,-0.20763086
slow,d2,-0.12104194
slow,d2,-0.16653316
slow,d2,0.22483023
slow,d2,0.22421543
slow,d2,-0.04252328
slow,d2,0.27005342
slow,d2,0.011207603
slow,d2,-0.21985802
slow,d2,0.12970239
slow,d2,0.17700331
slow,d2,0.27430758
slow,d2,-0.2585818
slow,d2,0.27520528
slow,d2,-0.15989754
slow,d2,0.20493798
slow,d2,-0.28620753
slow,d2,-0.10958982
slow,d2,0.20025808
slow,d2,-0.14712133
slow,d2,0.096877165
slow,d2,-0.016511127
slow,d2,0.15438741
slow,d2,0.098759755
slow,d2,0.22103627
slow,d2,0.25320247
slow,d2,0.23568065
slow,d2,-0.2651434
slow,d2,0.019056404
slow,d2,-0.19349898
slow,d2,-0.12904245
slow,d2,-0.21005157
slow,d2,0.060471576
slow,d2,-0.13309503
slow,d2,-0.24431483
slow,d2,-0.021662435
slow,d2,-0.08336671
slow,d2,0.081665725
slow,d2,0.2201673
slow,d2,-0.104912974
slow,d2,-0.02765328
slow,d2,-0.030071098
slow,d2,0.029418314
slow,d2,0.29508045
slow,d2,-0.27541116
slow,d2,-0.06568725
slow,d2,-0.09007252
slow,d2,0.28418243
slow,d2,0.11192082
slow,d2,-0.108135305
slow,d2,0.29062966
slow,d2,-0.09398666
slow,d2,-0.07783725
slow,d2,-0.000108856555
slow,d2,-0.28310305
slow,d2,-0.22807267
slow,d2,0.18008272
slow,d2,-0.16607442
slow,d2,-0.18866512
slow,d2,0.04008796
slow,d2,-0.058587976
slow,d2,0.19156744
slow,d2,-0.19719113
slow,d2,-0.027537163
slow,d2,0.10926645
slow,d2,0.21225576
slow,d2,0.047430716
slow,d2,0.12968442
slow,d2,-0.059714537
slow,d2,-0.1436894
slow,d2,0.19726864
slow,d2,0.14585002
slow,d2,0.25759205
slow,d2,0.14943995
slow,d2,-0.03768196
slow,d2,0.020613309
slow,d2,-0.26116878
slow,d2,0.036487833
slow,d2,0.22971274
slow,d2,0.29567438
slow,d2,0.044661283
slow,d2,-0.12966578
slow,d2,-0.19939032
slow,d2,0.20167422
slow,d2,0.16323881
slow,d2,-0.002494055
slow,d2,0.071714915
slow,d2,0.04825028
slow,d2,0.13140993
slow,d2,-0.19816823
slow,d2,0.11586157
slow,d2,0.09903188
slow,d2,0.09985039
slow,d2,-0.16573203
slow,d2,-0.16916026
slow,d2,0.18632114
slow,d2,-0.07605564
slow,d2,-0.11159333
slow,d2,-0.13751802
slow,d2,0.17797996
slow,d2,0.15430209
slow,d2,0.15262938
slow,d2,-0.12798417
slow,d2,0.057624098
slow,d2,0.2230807
slow,d2,-0.1562536
slow,d2,-0.014659536
slow,d2,0.008337294
slow,d2,0.26763758
slow,d2,-0.0893996
slow,d2,0.06755045
slow,d2,0.08744909
slow,d2,0.17592277
slow,d2,-0.22048756
slow,d2,-0.17551745
slow,d2,0.030271119
slow,d2,0.2519476
slow,d2,-0.17555751
slow,d2,0.224698
slow,d2,0.19256389
slow,d2,-0.2729158
slow,d2,-0.28578216
slow,d2,0.0313783
slow,d2,-0.070552565
slow,d2,-0.029137716
slow,d2,-0.12969942
slow,d2,-0.066319175
slow,d2,0.029732792
slow,d2,-0.11450768
slow,d2,0.20503654
slow,d2,0.10377646
slow,d2,-0.15980288
slow,d2,0.17912236
slow,d2,-0.12817349
slow,d2,-0.0052216304
slow,d2,0.23405367
slow,d2,0.19219673
slow,d2,-0.056650754
slow,d2,0.06499741
slow,d2,0.26370296
slow,d2,-0.05801591
slow,d2,0.048468605
slow,d2,-0.15690054
slow,d2,0.19279948
slow,d2,0.29260042
slow,d2,0.22905026
slow,d2,0.18812416
slow,d2,0.16028066
slow,d2,-0.10499291
slow,d2,-0.1247804
